0,1,2,3,4,5,6,7,8,9,10,11,Vazao
1706440854,2024-01-28 08:20:54, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,3370810063.0
1706456431,2024-01-28 12:40:31, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9456757437.0
1706476160,2024-01-28 18:09:20, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9418798445.0
1706491709,2024-01-28 22:28:29, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,6787332181.0
1706519020,2024-01-29 06:03:40, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,8253250456.0
1706525975,2024-01-29 07:59:35, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,2646103367.0
1706552668,2024-01-29 15:24:28, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,8949390024.0
1706556092,2024-01-29 16:21:32, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9291960405.0
1706578653,2024-01-29 22:37:33, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9346821517.0
1706650362,2024-01-30 18:32:42, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,6132959412.0
1706710155,2024-01-31 11:09:15, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9308520466.0
1706736104,2024-01-31 18:21:44, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9186961548.0
1706742001,2024-01-31 20:00:01, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,7427957635.0
1706790034,2024-02-01 09:20:34, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,6836254940.0
1706825889,2024-02-01 19:18:09, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9310169499.0
1706826528,2024-02-01 19:28:48, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,7542445266.0
1706881243,2024-02-02 10:40:43, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,5399709659.0
1706898026,2024-02-02 15:20:26, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9414485624.0
1706918157,2024-02-02 20:55:57, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9027046658.0
1706964174,2024-02-03 09:42:54, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,6306911774.0
1706985615,2024-02-03 15:40:15, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,5999367356.0
1706999480,2024-02-03 19:31:20, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9808262341.0
1707038275,2024-02-04 06:17:55, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9671946225.0
1707050362,2024-02-04 09:39:22, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,6048668207.0
1707066129,2024-02-04 14:02:09, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,1552051706.0
1707075293,2024-02-04 16:34:53, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9470124438.0
1707120084,2024-02-05 05:01:24, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9228178520.0
1707158579,2024-02-05 15:42:59, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,8770502448.0
1707256296,2024-02-06 18:51:36, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9632944540.0
1707269961,2024-02-06 22:39:21, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9451481966.0
1707319438,2024-02-07 12:23:58, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,5705576141.0
1707338294,2024-02-07 17:38:14, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9281859742.0
1707349440,2024-02-07 20:44:00, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9362010929.0
1707382905,2024-02-08 06:01:45, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9186974536.0
1707392570,2024-02-08 08:42:50, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9225665159.0
1707423029,2024-02-08 17:10:29, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9087915148.0
1707466881,2024-02-09 05:21:21, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,7394505606.0
1707483556,2024-02-09 09:59:16, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9439275016.0
1707489486,2024-02-09 11:38:06, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,3846552424.0
1707526395,2024-02-09 21:53:15, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,3472522613.0
1707550816,2024-02-10 04:40:16, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,8057109560.0
1707607480,2024-02-10 20:24:40, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9280195004.0
1707640240,2024-02-11 05:30:40, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9491226001.0
1707652867,2024-02-11 09:01:07, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,5477556691.0
1707670836,2024-02-11 14:00:36, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9036223899.0
1707699594,2024-02-11 21:59:54, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,4214921584.0
1707705466,2024-02-11 23:37:46, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9267900144.0
1707754221,2024-02-12 13:10:21, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,3661368360.0
1707775556,2024-02-12 19:05:56, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9656685520.0
1707780547,2024-02-12 20:29:07, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,udesc-csc1.bkb.rnp.br,popsc-3214-sw92-rt12.bb.pop-sc.rnp.br,monipe-sc-atraso.rnp.br,,9602770955.0
